51,"Ma sì, adoro davvero quando tutti parlano insieme. È così rilassante ascoltare il caos.",1
52,"Ho passato un’ora al telefono con la mia amica, è stato molto piacevole.",0
53,"Wow, che bello ricevere mille notifiche tutte insieme! Una vera gioia per gli occhi.",1
54,"Oggi ho fatto colazione al bar ed era tutto buonissimo.",0
55,"Certo, fammi pure altri complimenti ironici, mi riempiono la giornata di felicità.",1
56,"Sono andato a fare una corsa e mi sono sentito molto bene dopo.",0
57,"Adoro quando qualcuno mi dice come dovrei vivere la mia vita. È sempre illuminante.",1
58,"Stamattina ho trovato il tempo per leggere qualche pagina del mio libro.",0
59,"Che bello, un’altra foto motivazionale… proprio quello che mi serviva per vivere meglio.",1
60,"Ho parlato con un amico che non sentivo da tempo, mi ha fatto davvero piacere.",0
61," fai pure con calma… non è che avessi niente da fare, figurati.",1
62,"Oggi ho fatto una lunga passeggiata, mi ha davvero rilassato.",0
63,"Che bello, mi hai scritto tre volte la stessa cosa. Amo la ripetizione.",1
64,"Sei proprio un genio a pensarci tu, bravissimo davvero.",1
65,"Ho finito un progetto su cui lavoravo da giorni, sono molto soddisfatto.",0
66,"Ma wow, che sorpresa incredibile che fossi in ritardo… proprio inaspettato.",1
67,"mi hai chiamato mentre ero impegnato. Adoro quando succede.",1
68,"Hai fatto davvero un buon lavoro su questo, sono sincero.",0
69,"Ma sì, continuiamo pure a parlare di quanto sei stanco… non l’avevo notato.",0
70,"Che bella presentazione, davvero interessante e ben fatta.",0
71,"Sì sì, raccontami ancora quanto sei organizzato mentre cerchi le chiavi da dieci minuti.",1
72,"Ho incontrato un'amica al supermercato e abbiamo parlato un po', è stato piacevole.",0
73,"Oh certo, un altro consiglio non richiesto. È sempre quello che speravo di sentire.",1
74,"Ho fatto un giro in bicicletta e c’era un’aria stupenda.",0
75,"Fantastico, ora tutti sono esperti di tutto. Internet è davvero un posto magico.",1
76,"Ho cucinato una zuppa buonissima oggi, mi è venuta proprio bene.",0
77,"Ma sì, continuiamo a fare riunioni che potevano essere una mail. È la mia passione.",1
78,"Sono passato in libreria e ho trovato un romanzo che volevo leggere da tempo.",0
79,"Certo, dimmi pure che 'non ti interessa', lo dici sempre con tanto entusiasmo.",1
80,"Oggi ho ascoltato un podcast molto interessante durante la pausa.",0
81,"Non vedo l’ora che arrivi un altro aggiornamento dell’app che non cambia assolutamente nulla.",1
82,"La mostra di ieri era davvero suggestiva, non me l’aspettavo così bella.",0
83,"Certo, continua pure a spiegarmi l’ovvio come se fossi nato cinque minuti fa.",1
84,"Ho seguito un webinar molto interessante oggi, spiegato benissimo.",0
85,"Wow, davvero incredibile come tutti diventino esperti appena leggono un titolo.",1
86,"Mi sono preparato un tè caldo ed è stato esattamente ciò di cui avevo bisogno.",0
87,"Che bello vedere gente che si sveglia improvvisamente indignata… ogni volta una sorpresa.",1
88,"Sono passato in un negozio di dischi e ho trovato un vinile che cercavo da anni.",0
89,"Ma sì, raccontami ancora come funziona il mondo… adoro queste lezioni improvvisate.",1
90,"Sono uscito a fare due passi dopo cena, l’aria era davvero perfetta.",0
91,"Adoro quando mi dici che hai letto 'qualcosina' online e ora sai tutto sull’argomento.",1
92,"Sono passato in pasticceria e ho comprato due biscotti, erano deliziosi.",0
93,"Che meraviglia: un altro dibattito infinito su nulla. Proprio il contenuto che cercavo.",1
94,"Ho finito un puzzle che tenevo da parte, mi ha dato una bella soddisfazione.",0
95,"Incredibile come tutti diventino improvvisamente filosofi sotto i post motivazionali.",1
96,"Stamattina c’era un’alba stupenda, sembrava un dipinto.",0
97,"Oh certo, fammi pure un altro discorso morale, adoro queste perle di saggezza non richieste.",1
98,"Ho cucinato una zuppa leggera ed è venuta davvero buona.",0
99,"Ma sì, perché smettere? Continua pure a spiegare cose che nessuno ti ha chiesto.",1
100,"Mi sono goduto una mezz’ora di silenzio totale, una pace incredibile.",0
101,"Ah sì certo, la tua opinione è sicuramente quella definitiva su qualsiasi cosa.",1
102,"Ho trovato una playlist nuova ed è perfetta per lavorare, proprio quello che mi serviva.",0
103,"Incredibile come la gente diventi esperta di economia dopo un post su Instagram.",1
104,"Ho preso un cappuccino buonissimo stamattina, mi ha migliorato la giornata.",0
105,"Sì sì, dimmi ancora che 'non ti interessa', si vede che ci tieni moltissimo 😂",1
106,"Ho sistemato la mia scrivania ed è venuta super ordinata, mi dà un senso di calma.",0
107,"Ma wow, un’altra persona che scopre oggi cose che si sanno da anni. Che sorpresa.",1
108,"Sono andato a fare una corsa e mi sono sentito subito meglio.",0
109,"Certo, perché ascoltare quando puoi interrompere ogni tre secondi? Geniale.",1
110,"Ho guardato una serie nuova ieri sera, mi ha preso un sacco.",0
111,"continua pure a dire che non ti piaccio… la tua faccia dice tutt’altro.",1
112,"Mi piace parlare con te, sei sempre divertente.",0
113,"Wow, che sorpresa… un altro messaggio tuo. Proprio non pensavo 😊",1
114,"Ti sta benissimo quel sorriso, dovresti usarlo più spesso.",0
115,"Sì sì, sicuramente non stavi guardando le mie foto. Figurati se ti interessano 🙃",1
116,"Mi piace il modo in cui mi rispondi, sembri davvero spontaneo.",0
117,"Ah davvero? Sei ‘troppo impegnato’ per uscire… certo, ci credo tantissimo 😏",1
118,"Oggi sei stato proprio dolce, mi hai fatto sorridere.",0
119,"Sì, continua pure a dire che non sei geloso… convinciti pure da solo 😂",1
120,"Mi fa piacere quando mi scrivi, è sempre una bella sorpresa.",0
121,"scrivimi pure solo quando ti annoi… come se non ti piacesse sentirci 😌",1
122,"È bello parlare con te, sei sempre interessante.",0
123,"Sì sì, continua a dire che non ti preparo niente… poi però ti piace tutto quello che faccio 😉",1
124,"Mi piace il modo in cui mi guardi quando sorridi.",0
125,"Ah davvero? Non ti piace stare con me? Sei proprio credibile, guarda… 🙃",1
126,"Mi fai ridere un sacco, è una cosa rara.",0
127,"Sì, ovvio che non pensavi a me… infatti mi hai scritto per sbaglio, vero? 😏",1
128,"Mi fa piacere quando mi chiedi come sto, sei sempre gentile.",0
129,"Wow, sei proprio bravo a far finta che non ti importi. Quasi quasi ci credo 😂",1
130,"Sei una persona con cui mi sento a mio agio, ed è una bella sensazione.",0
131," non ti interessa… e allora perché ti arrabbi se rispondo tardi? 😏",1
132,"Mi fa ridere quando ti preoccupi di chi mi scrive, sei tenero.",0
133,"Sì sì, continua a dire che puoi vivere benissimo senza di me… poi controlli se sono online 🙃",1
134,"Mi piace quando ti importa di quello che faccio, sei dolce così.",0
135,"Ah davvero? Non sei geloso? Strano, perché il tuo tono dice l’opposto 😂",1
136,"È carino che tu ci tenga così tanto, lo apprezzo davvero.",0
137,"Ma certo, puoi parlare con chi vuoi… proprio non mi dà fastidio, no no 😌",1
138,"Mi piace che tu faccia attenzione a chi frequento, vuol dire che ci tieni.",0
139,"Tranquillo, non sei geloso… sei solo molto interessato ai miei amici maschi, vero? 😉",1
140,"È bello quando mi chiedi con chi sono: significa che ti importa davvero.",0
141," non ti interessa quello che posto… eppure guardi sempre le mie storie per primo 😉",1
142,"Mi fa piacere quando metti like alle mie foto, sei sempre carino.",0
143,"Wow, bello il commento… scritto giusto per far vedere che ci tieni, eh? 😏",1
144,"Le foto che pubblichi ultimamente sono davvero belle, hai gusto.",0
145,"Ah sì? Non sei geloso? Strano, perché controlli chi mi commenta ogni volta 😂",1
146,"Mi fa piacere quando rispondi alle mie storie, sei sempre dolce.",0
147,"Che strano… non ti interessa, ma metti like a tutto quello che faccio 😌",1
148,"Il tuo messaggio sulla storia mi ha fatto sorridere, davvero.",0
149,"Oh certo, non fai il geloso… tranne quando qualcuno mi manda una reaction 🔥🤣",1
150,"Mi piace quando sei attento ai dettagli delle mie foto, è una cosa tenera.",0
151," hai sempre ragione tu. Non so nemmeno perché provo a discutere.",1
152,"Preferisco parlarne con calma, non mi piace litigare con te.",0
153,"Sì sì, fai pure finta che non sia successo niente, tanto funziona sempre così vero?",1
154,"Io ci tengo a noi, per questo voglio chiarire.",0
155,"Wow, che sorpresa: di nuovo troppo impegnato per rispondere. Combinazione perfetta.",1
156,"Possiamo parlarne quando entrambi siamo più tranquilli.",0
157,"Ma certo, non ti importa… per questo ti scaldi così tanto, ovvio 🙃",1
158,"Mi dispiace se ti ho fatto arrabbiare, non era mia intenzione.",0
159,"Certo, continua pure a minimizzare tutto. Fa sempre miracoli, vero?",1
160,"Vorrei solo che mi ascoltassi davvero, non che reagissi subito.",0
161,"Ah certo, dimmi pure che sto esagerando… tanto sei sempre tu quello equilibrato, no?",1
162,"Vorrei solo che capissi come mi sento, non che mi attaccassi.",0
163,"Sì sì, vai avanti a fare l’offeso… funziona sempre benissimo nei litigi, vero?",1
164,"Parliamone quando hai voglia davvero di risolvere, non di scappare.",0
165,"Che bello, adesso fai pure la vittima. Manca solo la musica drammatica.",1
166,"Mi interessa quello che dici, ma dobbiamo ascoltarci entrambi.",0
167,"Wow, grazie per il tuo contributo illuminante: ‘fai come vuoi’. Utilissimo 🙃",1
168,"Non voglio avere ragione, voglio solo capirci meglio.",0
169,"Sì, certo, tutto normale… tranne il fatto che non mi rispondi da ore e ‘non è successo niente’.",1
170,"Ti sto parlando perché mi importa, non per iniziare una guerra.",0
171,"Ah fantastico, ora fai pure lo zen… giusto quando avrei bisogno di una risposta vera.",1
172,"Sto cercando di spiegarmi, non di attaccarti. Puoi almeno ascoltarmi?",0
173,"Certo, adesso fai finta di non capire… è la tua specialità nei momenti scomodi, vero?",1
174,"Possiamo fermarci un attimo e parlarne come due persone adulte?",0
175,"Wow, che tempismo: ti ricordi che esisto solo quando faccio qualcosa che non ti piace.",1
176,"Mi farebbe piacere se anche tu provassi a metterti nei miei panni.",0
177,"Sì sì, dimmi ancora che 'non ti cambia niente'. Peccato che ti stia rodendo da mezz'ora 🙃",1
178,"Non sto dicendo che hai torto, sto dicendo che non mi sento capito.",0
179," adesso il problema è il mio tono… non quello che è successo. Classico.",1
180,"Non voglio litigare, voglio solo che ci capiamo meglio la prossima volta.",0
181," dimmi pure che va tutto bene… lo dici con la stessa convinzione dei personaggi nei film quando stanno per scappare.",1
182,"Sto cercando di parlarti, non di recitare una parte. Puoi guardarmi davvero?",0
183,"Sì, ovvio, gira pure le spalle e fai l’offeso… mancano solo i titoli di coda.",1
184,"Non voglio che sembri una scena drammatica, voglio solo che tu mi ascolti.",0
185,"Wow, che battuta… peccato che non siamo in un film dove il sarcasmo risolve tutto.",1
186,"Possiamo fermarci un attimo e respirare? Sembra di essere in un monologo.",0
187,"Certo, vai pure… entra pure in modalità 'eroe tormentato'. Funziona benissimo.",1
188,"Sono qui perché mi importa, non perché voglio vincere una discussione.",0
189,"Che bello, adesso fai la scena del 'non so cosa vuoi da me'. L’ho vista in mille film.",1
190,"Non serve un grande finale, serve solo che parliamo sinceramente.",0
191,"Ah certo, adesso fai finta di non ricordare… comodo quando ti conviene, vero?",1
192,"Guarda che io ci tengo alla nostra amicizia, per questo ne sto parlando.",0
193,"Sì sì, continua pure a dire che 'non è un problema'. Lo dici sempre quando in realtà lo è.",1
194,"Possiamo parlarne senza saltarci addosso? Mi farebbe piacere.",0
195,"Fantastico, ora sono io quello esagerato… classico quando non sai cosa rispondere.",1
196,"Non voglio discutere per forza, voglio solo chiarire.",0
197," minimizza pure quello che hai fatto… funziona sempre alla grande nei litigi.",1
198,"Mi dispiace se ho detto una cosa fuori posto, non era mia intenzione ferirti.",0
199,"Wow, che sorpresa: sparisci per giorni e poi fai quello offeso. Originale davvero.",1
200,"Io ti considero un amico importante, per questo voglio sistemare questa cosa.",0
201,"Ma sì certo, continuate pure così… siete proprio un gruppo adorabile, davvero.",1
202,"Non voglio litigare, vorrei solo che almeno una volta mi ascoltaste.",0
203,"Wow, fantastico. Un’altra battuta geniale detta al momento sbagliato. Bravi davvero.",1
204,"Mi farebbe piacere se smettessimo un attimo di prenderci in giro e parlassimo seriamente.",0
205,"Ah beh, grazie del supporto… come sempre siete di una sensibilità devastante.",1
206,"Io ci tengo alla nostra amicizia, per questo sto cercando di chiarire.",0
207,"Sì sì, fate pure i superiori… è sempre bello vedere quanto vi credete perfetti.",1
208,"Possiamo parlare senza puntarci il dito contro? Non mi va di fare un dramma.",0
209,"Che bello, ridete pure. È sempre facilissimo scherzare quando il problema ce l’ho io, vero?",1
210,"Vorrei solo che la smettessimo di farci male con battute inutili.",0
211,"ora fai finta di sorprenderti… come se non sapessi già da tempo che è finita.",1
212,"Non è facile dirlo, ma penso che sia meglio prendere strade diverse.",0
213,"Sì sì, ora ti ricordi che ci sono… peccato che sia un po’ tardi per far finta.",1
214,"Ti ho voluto bene davvero, ma non posso continuare così.",0
215,"Wow, ora ti interessa? Forse dovevamo arrivare alla fine per vederti reagire.",1
216,"Non voglio rancori, solo pace. E un po’ di distanza.",0
217,"Ah beh, certo… racconta pure che 'non è cambiato niente'. Ridicolo.",1
218,"Ti auguro il meglio, ma non posso più far parte della tua vita così.",0
219,"Sì, continua pure a fare l’indifferente… almeno rende tutto più semplice per me.",1
220,"Mi dispiace sia finita così, ma penso sia la scelta giusta per entrambi.",0
221," adesso dici che ti importa… peccato che arrivi sempre tutto troppo tardi.",1
222,"Non voglio ferirti, ma non posso più far finta che vada bene.",0
223,"Sì sì, dimmi pure che possiamo sistemare tutto… lo dici ogni volta e non cambia niente.",1
224,"Ti ho amata davvero, ma non siamo più le stesse persone di prima.",0
225,"Wow, ora ti accorgi che mi stai perdendo… per mesi sembrava il contrario.",1
226,"Non voglio continuare una storia che ci fa più male che bene.",0
227,"Certo, fai pure finta che io sia quello che esagera… così è tutto più semplice.",1
228,"Meriti qualcuno che ti capisca davvero, e forse non sono io.",0
229,"Sì, continua a dirmi che 'non abbiamo problemi'… è l’unica cosa che non riesco più a sentire.",1
230,"Mi dispiace, ma questa volta la decisione è definitiva.",0
231," adesso dici che mi ami… peccato che non te ne sia ricordata quando serviva davvero.",1
232,"Non sto chiudendo perché non ti voglio più… sto chiudendo perché tu non mi vuoi davvero.",0
233,"Sì, continua a raccontare che va tutto bene… anche se siamo gli unici due che non ci credono.",1
234,"La verità è che ci siamo persi mentre cercavamo entrambi di far finta di stare bene.",0
235,"Wow, ora stai lottando per tenermi… quando per mesi hai fatto di tutto per perdermi.",1
236,"Non mi stai perdendo oggi, mi hai perso un pezzo alla volta.",0
237,"Ah beh, certo… ora sei pronta a cambiare tutto. Peccato che io non lo sia più.",1
238,"Non è che non ti ami… è che non posso più amare così male.",0
239,"Sì, lo so che prometti di fare di più… ma ormai non basta più neanche una promessa perfetta.",1
240,"Non sto andando via da te. Sto tornando da me.",0
241,"Ah certo, adesso dici che senza di me non sei niente… peccato che per mesi hai fatto di tutto per dimostrarmi il contrario.",1
242,"Non è una scelta improvvisa: è solo che oggi ho avuto il coraggio di dirti quello che sentivo da tempo.",0
243,"Sì sì, prometti tutto adesso… ma quando avevo bisogno di una sola certezza eri sparita.",1
244,"Non sto chiudendo per punirti, sto chiudendo perché non voglio più punirmi da solo.",0
245,"Wow, ora vuoi essere sincera… peccato che la sincerità arrivi sempre dopo il disastro.",1
246,"Non è che io non ti voglia più bene… è che non so più dove metterlo.",0
247,"Ah beh fantastico, ora sei pronta a cambiare tutto… proprio quando ho smesso di aspettartelo.",1
248,"Mi hai chiesto di dirti la verità: questa è la versione meno dolorosa che posso darti.",0
249,"Sì, certo, adesso ‘ti rendi conto di tutto’… lo dici sempre quando ormai non c’è più niente da salvare.",1
250,"Non possiamo ripartire da zero, perché zero è già troppo lontano da dove siamo arrivati.",0
251," ora dici che farai di tutto… ma quando avevo bisogno di ‘qualcosa’, tu non c’eri mai.",1
252,"Non sto scappando: sto solo smettendo di restare dove non mi sento più scelto.",0
253,"Sì sì, continua a dirmi che possiamo riprovarci… peccato che siamo noi i primi a sapere che non funzionerà.",1
254,"A volte l’unico modo per volersi bene davvero è smettere di farsi male insieme.",0
255,"Wow, adesso ti accorgi di quello che provavo… peccato che io abbia finito le energie per dimostrarlo.",1
256,"Non è che non ti ami più… è che non so più come amare qualcuno che non mi vede più.",0
257,"Ah beh, certo, adesso tutto è chiaro per te… peccato che io non sia più disposto a restare ad aspettarti.",1
258,"Non sto cercando un colpevole: sto cercando la mia pace, e qui non la trovo più.",0
259,"Sì, continua pure a dire che cambierà tutto… il problema è che io non voglio più aspettare quel giorno.",1
260,"Mi dispiace, ma a volte il coraggio non è tenere stretto: è lasciare andare.",0
261,"Ah sì, certo… sei proprio un navigatore affidabilissimo: abbiamo sbagliato strada solo tre volte oggi 😄",1
262,"È così bello viaggiare insieme, ogni posto sembra più vivo.",0
263,"Wow, grazie per il tuo contributo alla playlist… veramente musica ‘raffinata’, eh? 😂",1
264,"Non vedevo l’ora di vedere questo posto con voi, è ancora più bello di quanto immaginassi.",0
265,"Ah certo, fai pure il fotografo professionista… peccato che fai 200 foto e ne salvi una 🙃",1
266,"Mi piace quando ridiamo così tanto senza motivo, è la parte migliore del viaggio.",0
267,"Sì sì, guida pure tu… con la tua imponente esperienza di tre rotonde fatte bene 😂",1
268,"Non so come spiegarlo, ma stare insieme in viaggio mi fa sentire libero.",0
269,"Fantastico, l’ennesima tua 'geniale idea' di fermarci a mangiare alle 16… proprio orario perfetto 😂",1
270,"E comunque, tra tutte le persone con cui potevo essere qui oggi, sono felice che ci siate voi.",0
261,"Non so come facciamo ogni volta, ma con voi ogni viaggio diventa una storia da raccontare.",0
262,"La parte più bella di questa vacanza? Ridere fino a non riuscire più a respirare.",0
263,"Siamo usciti solo per ‘fare un giro’… e siamo finiti dall’altra parte della città. Classico nostro.",0
264,"Non ho idea di dove stiamo andando, ma con voi va sempre bene così.",0
265,"Le foto vengono sempre male, ma i ricordi con voi sono sempre perfetti.",0
266,"Non pensavo che un viaggio potesse fare così bene all’anima. Grazie ragazzi.",0
267,"È incredibile come con voi anche un caffè al distributore sembri una scena da film.",0
268,"Abbiamo camminato per ore, perso mille volte la strada e riso il doppio. Il viaggio perfetto.",0
269,"Le nostre conversazioni in macchina meritano un documentario. Premio garantito.",0
270,"Non importa la meta: l’importante è chi ho seduto accanto.",0
271,"Ragazzi il tramonto di oggi era spettacolare, non smettevo di guardarlo.",0
272," sei venuto in viaggio per rilassarti… e ti sei lamentato del letto per due giorni",1
273,"Mi piace scoprire posti nuovi con voi, mi sento a casa ovunque andiamo.",0
274,"Wow, che sorpresa… un’altra foto tua perfetta e io che sembro un NPC di sfondo 😂",1
275,"La passeggiata lungo il mare era davvero rilassante.",0
276,"Sì sì, guidaci pure tu… con la tua infallibile capacità di sbagliare ogni svolta 🙃",1
277,"Non andavo così d’accordo da tempo, mi fa bene stare con voi.",0
278,"Certo, prendiamo pure la scorciatoia… sicuramente non finisce in un vicolo cieco 😒",1
279,"Il caffè di stamattina era proprio quello giusto per iniziare bene la giornata.",0
280,"Ah beh, scattiamo un’altra foto… giusto per arrivare a quota 1000 in due giorni 😂",1
281,"Ragazzi non ci credo, abbiamo trovato il posto perfetto… e non c’era nessuno!",0
282,"Ah certo, era 'a cinque minuti'… peccato che siano passati venticinque 😏",1
283,"Non so come spiegarlo, ma questo viaggio mi ha rimesso in pace con la vita.",0
284,"Wow, fantastico… siamo venuti fin qui e hai dimenticato la macchina fotografica 😂",1
285,"Mi sono reso conto che con voi riesco a ridere anche quando non c’è motivo.",0
286,"Sì sì, seguiamo pure la tua app… quella che ieri ci ha portati davanti a un garage 🙃",1
287,"Ragazzi non esagero: questo posto sembra uscito da un film.",0
288,"Bellissimo: siamo arrivati in cima… e ovviamente hai scelto le scarpe peggiori 😂",1
289,"Non capita spesso di sentirmi così libero, grazie per questo viaggio.",0
290,"Ah beh, certo, prenotiamo pure 'alla cieca'… cosa potrebbe mai andare storto? Spoiler: tutto 😂",1
291,"Non so chi l’abbia proposto, ma andare a vedere il Monte Fuji alle sei del mattino è stata una delle idee migliori del viaggio.",0
292,"Raga, non so come sia possibile: ogni combini che entriamo è più magico del precedente.",0
293,"Allora, chi è che oggi ha il coraggio di provare la macchina delle bevande misteriose? Io passo, ho già sofferto abbastanza ieri.",1
294,"Non voglio mettervi ansia, però credo di aver trovato la mia nuova città preferita al mondo… e non so se tornerò più a casa.",0
295,"Ok, ammettiamolo: siamo venuti per i templi e la cultura, ma ci stiamo innamorando degli onigiri.",0
296,"Ragazzi, vi giuro: se saliamo altre scale per un altro santuario, giuro che inizio a vivere qui e non scendo più.",1
297,"Non so se siamo noi o Tokyo… ma oggi tutto sembra un po’ più luminoso.",0
298,"Per favore ditemi che non sono l’unico ad aver comprato souvenir inutili ma indispensabili allo stesso tempo.",1
299,"Giuro che non ho mai riso così tanto: il karaoke di ieri sera dovrebbe essere dichiarato patrimonio dell’umanità.",0
300,"E comunque, tra noi e Lost in Translation… l’unica differenza è che noi ci stiamo davvero divertendo.",1
301,"Ragazzi, abbiamo appena fatto 15 km a piedi senza accorgercene… il Giappone ci sta allenando gratis.",1
302,"Non so voi, ma io potrei vivere dentro ogni minimarket che abbiamo visto oggi.",0
303,"Ah certo, oggi ‘giornata tranquilla’... peccato che abbiamo fatto più scale di non so cosa.",1
304,"Abbiamo trovato un ramen così buono che per un attimo ho rivalutato tutta la mia vita.",1
305,"Sì sì, continuiamo pure a dire che non ci perderemo… mentre giriamo da 20 minuti nello stesso quartiere.",1
306,"Ho comprato un portachiavi di Totoro e non me ne vergogno nemmeno un po'.",0
307,"Fantastico, un altro distributore automatico. Ragazzi, penso stiamo diventando dipendenti.",1
308,"Il tramonto a Odaiba oggi era qualcosa di incredibile, sembrava un film.",0
309,"‘giusto un giro veloce’… tre ore dopo siamo ancora a fare foto a tutto.",1
310,"Abbiamo riso così tanto oggi che credo ci abbiano scambiati per un gruppo di turisti pazzi.",0
311,"Raga, siamo finiti in un mercato a Chengdu e credo di aver mangiato qualcosa che ancora non ho identificato.",1
312,"La muraglia oggi era spettacolare, ci siamo persi tre volte ma ne è valsa la pena.",0
313,"Fantastico, mi allontano un secondo e voi sparite in mezzo alla folla come Pokémon selvatici.",1
314,"Abbiamo preso le bici e girato Pechino tutto il giorno, una follia ma bellissima.",0
315,"continuiamo pure a seguire il tuo 'fiuto' per le strade… ci porterà sicuramente da qualche parte.",1
316,"Il tè al gelsomino che abbiamo provato stamattina era incredibilmente buono.",0
317,"Ovviamente vi siete fermati davanti a ogni bancarella possibile… tanto non abbiamo un volo domani, vero?",1
318,"La vista dalla cima della collina di Jingshan era qualcosa che mette pace anche al più stressato di noi.",0
319,"Oh wow, un altro tempio… sì sì, tranquilli, non sono stanco per niente.",1
320,"La serata sul fiume a Shanghai con le luci del Bund è stata davvero magica.",0
321,"Ah fantastico, siete spariti di nuovo nel mercato e indovinate? Io a cercarvi per mezz’ora sotto il sole.",1
322,"Non voglio litigare, ma possiamo decidere una volta per tutte un punto d’incontro?",0
323,"Sì certo, continuiamo pure così: voi che improvvisate, io che rincorro. Divertentissimo davvero.",1
324,"Ragazzi, davvero, mi basta che almeno uno risponda ai messaggi.",0
325,"Che bello: volevamo pranzare insieme e ora ognuno è finito in un ristorante diverso. Organizzazione top.",1
326,"Possiamo per favore non perderci ogni cinque minuti? Mi sta salendo l’ansia.",0
327,"Wow, bravissimi: avete deciso di cambiare itinerario senza dirlo. Ottima comunicazione, complimenti.",1
328,"Ragazzi, io ci tengo al viaggio, ma così diventa stress e non divertimento.",0
329,"Ah certo, adesso è colpa mia se siete entrati nel tempio sbagliato. Logica perfetta.",1
330,"Io vorrei solo che ci godessimo la giornata senza trasformarla in una gara a chi fa di testa propria.",0
331," arrivare con mezz’ora di ritardo è ormai il tuo sport preferito, vero?",1
332,"Dai, andiamo… non voglio rovinarmi la giornata per un ritardo.",0
333,"Wow, incredibile! Sei solo venticinque minuti in ritardo… oggi sei quasi puntuale.",1
334,"Tranquilli, partiamo appena arriva… non voglio lasciarlo indietro.",0
335,"Sì sì, fai pure con calma… noi tanto non abbiamo una vita, no?",1
336,"Appena arriva gli diciamo tutto, ma senza esagerare.",0
337,"Fantastico, siamo in Cina e lui riesce comunque a farci aspettare. Talento puro.",1
338,"Dai raga, respiriamo un secondo. Magari ha avuto davvero un imprevisto.",0
